"method"	"seconds"	"taxa"	"nqs"	"num_gt"	"mem_pk"	"filename"	"dataset"	"num_genes"	"gt_type"	"NRF"
"ASTRAL-MP"	1.828	"11"	0.947757575757576	50	1194	"model.11taxon/simulated_50genes_strongILS/R18"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.762	"11"	0.939151515151515	50	1194	"model.11taxon/simulated_50genes_strongILS/R19"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.796	"11"	0.928424242424242	50	1188	"model.11taxon/simulated_50genes_strongILS/R2"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.791	"11"	0.936606060606061	50	1194	"model.11taxon/simulated_50genes_strongILS/R20"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.79	"11"	0.921333333333333	50	1188	"model.11taxon/simulated_50genes_strongILS/R3"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.691	"11"	0.940121212121212	50	1188	"model.11taxon/simulated_50genes_strongILS/R4"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.734	"11"	0.926909090909091	50	1188	"model.11taxon/simulated_50genes_strongILS/R5"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.687	"11"	0.922545454545455	50	1188	"model.11taxon/simulated_50genes_strongILS/R6"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.755	"11"	0.921333333333333	50	1188	"model.11taxon/simulated_50genes_strongILS/R7"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.662	"11"	0.939636363636364	50	1188	"model.11taxon/simulated_50genes_strongILS/R8"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.759	"11"	0.937575757575758	50	1188	"model.11taxon/simulated_50genes_strongILS/R9"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.528	"11"	0.934545454545455	5	1182	"model.11taxon/simulated_5genes_strongILS/R1"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.591	"11"	0.91030303030303	5	1188	"model.11taxon/simulated_5genes_strongILS/R10"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.532	"11"	0.903030303030303	5	1188	"model.11taxon/simulated_5genes_strongILS/R11"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.472	"11"	0.938181818181818	5	1188	"model.11taxon/simulated_5genes_strongILS/R12"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.483	"11"	0.95030303030303	5	1188	"model.11taxon/simulated_5genes_strongILS/R13"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.556	"11"	0.924848484848485	5	1188	"model.11taxon/simulated_5genes_strongILS/R14"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.608	"11"	0.934545454545455	5	1188	"model.11taxon/simulated_5genes_strongILS/R15"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.732	"11"	0.92	5	1188	"model.11taxon/simulated_5genes_strongILS/R16"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.489	"11"	0.968484848484849	5	1188	"model.11taxon/simulated_5genes_strongILS/R17"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.527	"11"	0.946666666666667	5	1188	"model.11taxon/simulated_5genes_strongILS/R18"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.579	"11"	0.936969696969697	5	1188	"model.11taxon/simulated_5genes_strongILS/R19"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.509	"11"	0.926060606060606	5	1182	"model.11taxon/simulated_5genes_strongILS/R2"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.513	"11"	0.901818181818182	5	1188	"model.11taxon/simulated_5genes_strongILS/R20"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.536	"11"	0.930909090909091	5	1182	"model.11taxon/simulated_5genes_strongILS/R3"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.542	"11"	0.918787878787879	5	1182	"model.11taxon/simulated_5genes_strongILS/R4"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.549	"11"	0.938181818181818	5	1182	"model.11taxon/simulated_5genes_strongILS/R5"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.502	"11"	0.949090909090909	5	1182	"model.11taxon/simulated_5genes_strongILS/R6"	"model.11taxon"	5	"simulated"	0
"ASTRAL-MP"	1.572	"11"	0.921212121212121	5	1182	"model.11taxon/simulated_5genes_strongILS/R7"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.471	"11"	0.967272727272727	5	1182	"model.11taxon/simulated_5genes_strongILS/R8"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	1.527	"11"	0.906666666666667	5	1182	"model.11taxon/simulated_5genes_strongILS/R9"	"model.11taxon"	5	"simulated"	0.125
"A-pro"	19.298	"15"	0.602515018315018	16000	1110	"model.15taxon/1000gene-1000bp/R1"	"model.15taxon"	1000	"1000bp"	0
"A-pro"	16.891	"15"	0.598406593406593	16000	1116	"model.15taxon/1000gene-1000bp/R10"	"model.15taxon"	1000	"1000bp"	0.0833333333333333
"A-pro"	17.925	"15"	0.59218021978022	16000	1110	"model.15taxon/1000gene-1000bp/R2"	"model.15taxon"	1000	"1000bp"	0
"A-pro"	18.153	"15"	0.596484981684982	16000	1110	"model.15taxon/1000gene-1000bp/R3"	"model.15taxon"	1000	"1000bp"	0.0833333333333333
"A-pro"	17.839	"15"	0.605570695970696	16000	1110	"model.15taxon/1000gene-1000bp/R4"	"model.15taxon"	1000	"1000bp"	0.0833333333333333
"A-pro"	21.009	"15"	0.593074725274725	16000	1110	"model.15taxon/1000gene-1000bp/R5"	"model.15taxon"	1000	"1000bp"	0
"A-pro"	19.106	"15"	0.601541391941392	16000	1110	"model.15taxon/1000gene-1000bp/R6"	"model.15taxon"	1000	"1000bp"	0
"A-pro"	18.252	"15"	0.599769230769231	16000	1110	"model.15taxon/1000gene-1000bp/R7"	"model.15taxon"	1000	"1000bp"	0.0833333333333333
"A-pro"	20.189	"15"	0.602021978021978	16000	1110	"model.15taxon/1000gene-1000bp/R8"	"model.15taxon"	1000	"1000bp"	0
"A-pro"	20.575	"15"	0.601271794871795	16000	1110	"model.15taxon/1000gene-1000bp/R9"	"model.15taxon"	1000	"1000bp"	0
"A-pro"	29.704	"15"	0.506084249084249	16000	1104	"model.15taxon/1000gene-100bp/R1"	"model.15taxon"	1000	"100bp"	0.333333333333333
"A-pro"	34.871	"15"	0.521578754578755	16000	1110	"model.15taxon/1000gene-100bp/R10"	"model.15taxon"	1000	"100bp"	0.166666666666667
"A-pro"	34.086	"15"	0.494022710622711	16000	1104	"model.15taxon/1000gene-100bp/R2"	"model.15taxon"	1000	"100bp"	0.25
"A-pro"	40.028	"15"	0.504185347985348	16000	1104	"model.15taxon/1000gene-100bp/R3"	"model.15taxon"	1000	"100bp"	0.25
"A-pro"	31.473	"15"	0.508744322344322	16000	1104	"model.15taxon/1000gene-100bp/R4"	"model.15taxon"	1000	"100bp"	0.25
"A-pro"	34.5	"15"	0.508628571428571	16000	1104	"model.15taxon/1000gene-100bp/R5"	"model.15taxon"	1000	"100bp"	0.25
"A-pro"	40.709	"15"	0.511334065934066	16000	1104	"model.15taxon/1000gene-100bp/R6"	"model.15taxon"	1000	"100bp"	0.166666666666667
"A-pro"	37.52	"15"	0.507334798534799	16000	1104	"model.15taxon/1000gene-100bp/R7"	"model.15taxon"	1000	"100bp"	0.25
"A-pro"	33.66	"15"	0.507102564102564	16000	1104	"model.15taxon/1000gene-100bp/R8"	"model.15taxon"	1000	"100bp"	0.166666666666667
"A-pro"	33.444	"15"	0.512714285714286	16000	1104	"model.15taxon/1000gene-100bp/R9"	"model.15taxon"	1000	"100bp"	0.25
"A-pro"	17.668	"15"	0.621082783882784	16000	1098	"model.15taxon/1000gene-true/R1"	"model.15taxon"	1000	"true"	0
"A-pro"	16.561	"15"	0.616244688644689	16000	1104	"model.15taxon/1000gene-true/R10"	"model.15taxon"	1000	"true"	0
"A-pro"	18.061	"15"	0.612468864468865	16000	1098	"model.15taxon/1000gene-true/R2"	"model.15taxon"	1000	"true"	0
"A-pro"	16.652	"15"	0.617000732600733	16000	1098	"model.15taxon/1000gene-true/R3"	"model.15taxon"	1000	"true"	0
"A-pro"	16.828	"15"	0.621533333333333	16000	1098	"model.15taxon/1000gene-true/R4"	"model.15taxon"	1000	"true"	0
"A-pro"	16.003	"15"	0.612489377289377	16000	1098	"model.15taxon/1000gene-true/R5"	"model.15taxon"	1000	"true"	0
"A-pro"	16.759	"15"	0.621871062271062	16000	1098	"model.15taxon/1000gene-true/R6"	"model.15taxon"	1000	"true"	0
"A-pro"	25.552	"15"	0.61950695970696	16000	1098	"model.15taxon/1000gene-true/R7"	"model.15taxon"	1000	"true"	0
"A-pro"	18.789	"15"	0.621058608058608	16000	1098	"model.15taxon/1000gene-true/R8"	"model.15taxon"	1000	"true"	0
"A-pro"	18.059	"15"	0.621243956043956	16000	1098	"model.15taxon/1000gene-true/R9"	"model.15taxon"	1000	"true"	0
"A-pro"	6.258	"15"	0.603912087912088	1798	1104	"model.15taxon/100gene-1000bp/R1"	"model.15taxon"	100	"1000bp"	0.0833333333333333
"A-pro"	6.592	"15"	0.602021978021978	1798	1110	"model.15taxon/100gene-1000bp/R10"	"model.15taxon"	100	"1000bp"	0
"A-pro"	6.805	"15"	0.599934065934066	1798	1104	"model.15taxon/100gene-1000bp/R2"	"model.15taxon"	100	"1000bp"	0.25
"A-pro"	7.191	"15"	0.591912087912088	1798	1104	"model.15taxon/100gene-1000bp/R3"	"model.15taxon"	100	"1000bp"	0.0833333333333333
"A-pro"	6.003	"15"	0.597230769230769	1798	1104	"model.15taxon/100gene-1000bp/R4"	"model.15taxon"	100	"1000bp"	0.0833333333333333
"A-pro"	5.933	"15"	0.602227106227106	1798	1104	"model.15taxon/100gene-1000bp/R5"	"model.15taxon"	100	"1000bp"	0
"A-pro"	6.478	"15"	0.627860805860806	1798	1104	"model.15taxon/100gene-1000bp/R6"	"model.15taxon"	100	"1000bp"	0
"A-pro"	6.212	"15"	0.578732600732601	1798	1104	"model.15taxon/100gene-1000bp/R7"	"model.15taxon"	100	"1000bp"	0.0833333333333333
"A-pro"	6.525	"15"	0.617062271062271	1798	1104	"model.15taxon/100gene-1000bp/R8"	"model.15taxon"	100	"1000bp"	0.166666666666667
"A-pro"	6.042	"15"	0.598637362637363	1798	1104	"model.15taxon/100gene-1000bp/R9"	"model.15taxon"	100	"1000bp"	0
"A-pro"	5.738	"15"	0.487054945054945	1798	1098	"model.15taxon/100gene-100bp/R1"	"model.15taxon"	100	"100bp"	0.25
"A-pro"	5.638	"15"	0.529230769230769	1798	1104	"model.15taxon/100gene-100bp/R10"	"model.15taxon"	100	"100bp"	0.25
"A-pro"	5.626	"15"	0.482227106227106	1798	1098	"model.15taxon/100gene-100bp/R2"	"model.15taxon"	100	"100bp"	0.416666666666667
"A-pro"	6.02	"15"	0.530556776556777	1798	1098	"model.15taxon/100gene-100bp/R3"	"model.15taxon"	100	"100bp"	0.333333333333333
"A-pro"	6.123	"15"	0.517399267399267	1798	1098	"model.15taxon/100gene-100bp/R4"	"model.15taxon"	100	"100bp"	0.166666666666667
"A-pro"	5.407	"15"	0.522673992673993	1798	1098	"model.15taxon/100gene-100bp/R5"	"model.15taxon"	100	"100bp"	0.416666666666667
"A-pro"	4.977	"15"	0.552446886446886	1798	1098	"model.15taxon/100gene-100bp/R6"	"model.15taxon"	100	"100bp"	0.166666666666667
"A-pro"	6.306	"15"	0.481025641025641	1798	1098	"model.15taxon/100gene-100bp/R7"	"model.15taxon"	100	"100bp"	0.333333333333333
"A-pro"	5.704	"15"	0.51032967032967	1798	1098	"model.15taxon/100gene-100bp/R8"	"model.15taxon"	100	"100bp"	0.5
"A-pro"	5.434	"15"	0.510410256410256	1798	1098	"model.15taxon/100gene-100bp/R9"	"model.15taxon"	100	"100bp"	0.25
"A-pro"	4.182	"15"	0.627010989010989	1798	1092	"model.15taxon/100gene-true/R1"	"model.15taxon"	100	"true"	0
"A-pro"	4.536	"15"	0.614454212454213	1798	1098	"model.15taxon/100gene-true/R10"	"model.15taxon"	100	"true"	0
"A-pro"	6.369	"15"	0.622901098901099	1798	1092	"model.15taxon/100gene-true/R2"	"model.15taxon"	100	"true"	0
"A-pro"	4.989	"15"	0.617714285714286	1798	1092	"model.15taxon/100gene-true/R3"	"model.15taxon"	100	"true"	0
"A-pro"	5.572	"15"	0.613604395604396	1798	1092	"model.15taxon/100gene-true/R4"	"model.15taxon"	100	"true"	0
"A-pro"	4.56	"15"	0.614681318681319	1798	1092	"model.15taxon/100gene-true/R5"	"model.15taxon"	100	"true"	0
"A-pro"	4.31	"15"	0.637523809523809	1798	1092	"model.15taxon/100gene-true/R6"	"model.15taxon"	100	"true"	0
"A-pro"	4.396	"15"	0.60396336996337	1798	1092	"model.15taxon/100gene-true/R7"	"model.15taxon"	100	"true"	0
"A-pro"	5.342	"15"	0.633274725274725	1798	1092	"model.15taxon/100gene-true/R8"	"model.15taxon"	100	"true"	0
"A-pro"	4.339	"15"	0.615230769230769	1798	1092	"model.15taxon/100gene-true/R9"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	8.299	"15"	0.602515018315018	1000	1116	"model.15taxon/1000gene-1000bp/R1"	"model.15taxon"	1000	"1000bp"	0
"ASTRAL-MP"	7.335	"15"	0.598406593406593	1000	1122	"model.15taxon/1000gene-1000bp/R10"	"model.15taxon"	1000	"1000bp"	0.0833333333333333
"ASTRAL-MP"	7.859	"15"	0.59218021978022	1000	1116	"model.15taxon/1000gene-1000bp/R2"	"model.15taxon"	1000	"1000bp"	0
"ASTRAL-MP"	7.187	"15"	0.596484981684982	1000	1116	"model.15taxon/1000gene-1000bp/R3"	"model.15taxon"	1000	"1000bp"	0.0833333333333333
"ASTRAL-MP"	7.096	"15"	0.605570695970696	1000	1116	"model.15taxon/1000gene-1000bp/R4"	"model.15taxon"	1000	"1000bp"	0.0833333333333333
"ASTRAL-MP"	8.227	"15"	0.593074725274725	1000	1116	"model.15taxon/1000gene-1000bp/R5"	"model.15taxon"	1000	"1000bp"	0
"ASTRAL-MP"	7.777	"15"	0.601541391941392	1000	1116	"model.15taxon/1000gene-1000bp/R6"	"model.15taxon"	1000	"1000bp"	0
"ASTRAL-MP"	8.205	"15"	0.599769230769231	1000	1116	"model.15taxon/1000gene-1000bp/R7"	"model.15taxon"	1000	"1000bp"	0.0833333333333333
"ASTRAL-MP"	9.133	"15"	0.602021978021978	1000	1116	"model.15taxon/1000gene-1000bp/R8"	"model.15taxon"	1000	"1000bp"	0
"ASTRAL-MP"	9.426	"15"	0.601271794871795	1000	1116	"model.15taxon/1000gene-1000bp/R9"	"model.15taxon"	1000	"1000bp"	0
"ASTRAL-MP"	17.808	"15"	0.506084249084249	1000	1110	"model.15taxon/1000gene-100bp/R1"	"model.15taxon"	1000	"100bp"	0.333333333333333
"ASTRAL-MP"	16.437	"15"	0.521578754578755	1000	1116	"model.15taxon/1000gene-100bp/R10"	"model.15taxon"	1000	"100bp"	0.166666666666667
"ASTRAL-MP"	18.677	"15"	0.494022710622711	1000	1110	"model.15taxon/1000gene-100bp/R2"	"model.15taxon"	1000	"100bp"	0.25
"ASTRAL-MP"	19.077	"15"	0.504185347985348	1000	1110	"model.15taxon/1000gene-100bp/R3"	"model.15taxon"	1000	"100bp"	0.25
"ASTRAL-MP"	17.716	"15"	0.508744322344322	1000	1110	"model.15taxon/1000gene-100bp/R4"	"model.15taxon"	1000	"100bp"	0.25
"ASTRAL-MP"	17.009	"15"	0.508628571428571	1000	1110	"model.15taxon/1000gene-100bp/R5"	"model.15taxon"	1000	"100bp"	0.25
"ASTRAL-MP"	22.089	"15"	0.511334065934066	1000	1110	"model.15taxon/1000gene-100bp/R6"	"model.15taxon"	1000	"100bp"	0.166666666666667
"ASTRAL-MP"	20.421	"15"	0.507334798534799	1000	1110	"model.15taxon/1000gene-100bp/R7"	"model.15taxon"	1000	"100bp"	0.25
"ASTRAL-MP"	17.813	"15"	0.507102564102564	1000	1110	"model.15taxon/1000gene-100bp/R8"	"model.15taxon"	1000	"100bp"	0.166666666666667
"ASTRAL-MP"	17.5	"15"	0.512714285714286	1000	1110	"model.15taxon/1000gene-100bp/R9"	"model.15taxon"	1000	"100bp"	0.25
"ASTRAL-MP"	6.841	"15"	0.621082783882784	1000	1104	"model.15taxon/1000gene-true/R1"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	6.882	"15"	0.616244688644689	1000	1110	"model.15taxon/1000gene-true/R10"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	7.57	"15"	0.612468864468865	1000	1104	"model.15taxon/1000gene-true/R2"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	8.405	"15"	0.617000732600733	1000	1104	"model.15taxon/1000gene-true/R3"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	9.202	"15"	0.621533333333333	1000	1104	"model.15taxon/1000gene-true/R4"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	7.745	"15"	0.612489377289377	1000	1104	"model.15taxon/1000gene-true/R5"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	7.303	"15"	0.621871062271062	1000	1104	"model.15taxon/1000gene-true/R6"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	10.859	"15"	0.61950695970696	1000	1104	"model.15taxon/1000gene-true/R7"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	7.963	"15"	0.621058608058608	1000	1104	"model.15taxon/1000gene-true/R8"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	6.614	"15"	0.621243956043956	1000	1104	"model.15taxon/1000gene-true/R9"	"model.15taxon"	1000	"true"	0
"ASTRAL-MP"	3.482	"15"	0.603912087912088	100	1110	"model.15taxon/100gene-1000bp/R1"	"model.15taxon"	100	"1000bp"	0.0833333333333333
"ASTRAL-MP"	3.485	"15"	0.602021978021978	100	1116	"model.15taxon/100gene-1000bp/R10"	"model.15taxon"	100	"1000bp"	0
"ASTRAL-MP"	3.532	"15"	0.599934065934066	100	1110	"model.15taxon/100gene-1000bp/R2"	"model.15taxon"	100	"1000bp"	0.25
"ASTRAL-MP"	3.668	"15"	0.591912087912088	100	1110	"model.15taxon/100gene-1000bp/R3"	"model.15taxon"	100	"1000bp"	0.0833333333333333
"ASTRAL-MP"	3.302	"15"	0.597230769230769	100	1110	"model.15taxon/100gene-1000bp/R4"	"model.15taxon"	100	"1000bp"	0.0833333333333333
"ASTRAL-MP"	3.292	"15"	0.602227106227106	100	1110	"model.15taxon/100gene-1000bp/R5"	"model.15taxon"	100	"1000bp"	0
"ASTRAL-MP"	3.276	"15"	0.627860805860806	100	1110	"model.15taxon/100gene-1000bp/R6"	"model.15taxon"	100	"1000bp"	0
"ASTRAL-MP"	3.561	"15"	0.578732600732601	100	1110	"model.15taxon/100gene-1000bp/R7"	"model.15taxon"	100	"1000bp"	0.0833333333333333
"ASTRAL-MP"	3.533	"15"	0.617062271062271	100	1110	"model.15taxon/100gene-1000bp/R8"	"model.15taxon"	100	"1000bp"	0.166666666666667
"ASTRAL-MP"	3.481	"15"	0.598637362637363	100	1110	"model.15taxon/100gene-1000bp/R9"	"model.15taxon"	100	"1000bp"	0
"ASTRAL-MP"	3.086	"15"	0.487054945054945	100	1104	"model.15taxon/100gene-100bp/R1"	"model.15taxon"	100	"100bp"	0.25
"ASTRAL-MP"	3.166	"15"	0.529230769230769	100	1110	"model.15taxon/100gene-100bp/R10"	"model.15taxon"	100	"100bp"	0.25
"ASTRAL-MP"	3.33	"15"	0.482227106227106	100	1104	"model.15taxon/100gene-100bp/R2"	"model.15taxon"	100	"100bp"	0.416666666666667
"ASTRAL-MP"	3.004	"15"	0.530556776556777	100	1104	"model.15taxon/100gene-100bp/R3"	"model.15taxon"	100	"100bp"	0.333333333333333
"ASTRAL-MP"	3.227	"15"	0.517399267399267	100	1104	"model.15taxon/100gene-100bp/R4"	"model.15taxon"	100	"100bp"	0.166666666666667
"ASTRAL-MP"	4.542	"15"	0.522673992673993	100	1104	"model.15taxon/100gene-100bp/R5"	"model.15taxon"	100	"100bp"	0.416666666666667
"ASTRAL-MP"	3.161	"15"	0.552446886446886	100	1104	"model.15taxon/100gene-100bp/R6"	"model.15taxon"	100	"100bp"	0.166666666666667
"ASTRAL-MP"	3.138	"15"	0.481025641025641	100	1104	"model.15taxon/100gene-100bp/R7"	"model.15taxon"	100	"100bp"	0.333333333333333
"ASTRAL-MP"	4.531	"15"	0.51032967032967	100	1104	"model.15taxon/100gene-100bp/R8"	"model.15taxon"	100	"100bp"	0.5
"ASTRAL-MP"	3.235	"15"	0.510410256410256	100	1104	"model.15taxon/100gene-100bp/R9"	"model.15taxon"	100	"100bp"	0.25
"ASTRAL-MP"	2.397	"15"	0.627010989010989	100	1098	"model.15taxon/100gene-true/R1"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.401	"15"	0.614454212454213	100	1104	"model.15taxon/100gene-true/R10"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.866	"15"	0.622901098901099	100	1098	"model.15taxon/100gene-true/R2"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.306	"15"	0.617714285714286	100	1098	"model.15taxon/100gene-true/R3"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.822	"15"	0.613604395604396	100	1098	"model.15taxon/100gene-true/R4"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.547	"15"	0.614681318681319	100	1098	"model.15taxon/100gene-true/R5"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.217	"15"	0.637523809523809	100	1098	"model.15taxon/100gene-true/R6"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.42	"15"	0.60396336996337	100	1098	"model.15taxon/100gene-true/R7"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.673	"15"	0.633274725274725	100	1098	"model.15taxon/100gene-true/R8"	"model.15taxon"	100	"true"	0
"ASTRAL-MP"	2.511	"15"	0.615230769230769	100	1098	"model.15taxon/100gene-true/R9"	"model.15taxon"	100	"true"	0
"A-pro"	9.9	"37"	0.855446740858506	3348	1122	"model.37taxon/noscale.200g.500b/R1"	"model.37taxon"	200	"500bp"	0.0294117647058824
"A-pro"	10.188	"37"	0.855721099250511	3348	1128	"model.37taxon/noscale.200g.500b/R10"	"model.37taxon"	200	"500bp"	0.0294117647058824
"A-pro"	9.484	"37"	0.85406162464986	3348	1128	"model.37taxon/noscale.200g.500b/R11"	"model.37taxon"	200	"500bp"	0
"A-pro"	10.748	"37"	0.84859943977591	3348	1128	"model.37taxon/noscale.200g.500b/R12"	"model.37taxon"	200	"500bp"	0.0294117647058824
"A-pro"	11.018	"37"	0.850065485653721	3348	1128	"model.37taxon/noscale.200g.500b/R13"	"model.37taxon"	200	"500bp"	0.0588235294117647
"A-pro"	10.153	"37"	0.852446589446589	3348	1128	"model.37taxon/noscale.200g.500b/R14"	"model.37taxon"	200	"500bp"	0.0294117647058824
"A-pro"	18.66	"37"	0.855791960027254	3348	1128	"model.37taxon/noscale.200g.500b/R15"	"model.37taxon"	200	"500bp"	0.117647058823529
"A-pro"	9.659	"37"	0.859414792944205	3348	1128	"model.37taxon/noscale.200g.500b/R16"	"model.37taxon"	200	"500bp"	0.0294117647058824
"A-pro"	10.239	"37"	0.850068589598001	3348	1128	"model.37taxon/noscale.200g.500b/R17"	"model.37taxon"	200	"500bp"	0.0588235294117647
"A-pro"	10.216	"37"	0.847356575062457	3348	1128	"model.37taxon/noscale.200g.500b/R18"	"model.37taxon"	200	"500bp"	0
"A-pro"	12.614	"37"	0.853245060186237	3348	1128	"model.37taxon/noscale.200g.500b/R19"	"model.37taxon"	200	"500bp"	0.0294117647058824
"A-pro"	9.806	"37"	0.859218184571126	3348	1122	"model.37taxon/noscale.200g.500b/R2"	"model.37taxon"	200	"500bp"	0.0294117647058824
"A-pro"	10.064	"37"	0.85566303278068	3348	1128	"model.37taxon/noscale.200g.500b/R20"	"model.37taxon"	200	"500bp"	0.0882352941176471
"A-pro"	10.327	"37"	0.851428344310697	3348	1122	"model.37taxon/noscale.200g.500b/R3"	"model.37taxon"	200	"500bp"	0.0294117647058824
"A-pro"	10.093	"37"	0.844944583238701	3348	1122	"model.37taxon/noscale.200g.500b/R4"	"model.37taxon"	200	"500bp"	0
"A-pro"	9.987	"37"	0.85742433189492	3348	1122	"model.37taxon/noscale.200g.500b/R5"	"model.37taxon"	200	"500bp"	0
"A-pro"	10.267	"37"	0.856330229389053	3348	1122	"model.37taxon/noscale.200g.500b/R6"	"model.37taxon"	200	"500bp"	0.0882352941176471
"A-pro"	11.995	"37"	0.858445151033386	3348	1122	"model.37taxon/noscale.200g.500b/R7"	"model.37taxon"	200	"500bp"	0.0588235294117647
"A-pro"	11.384	"37"	0.848237943826179	3348	1122	"model.37taxon/noscale.200g.500b/R8"	"model.37taxon"	200	"500bp"	0
"A-pro"	10.801	"37"	0.851208797032326	3348	1122	"model.37taxon/noscale.200g.500b/R9"	"model.37taxon"	200	"500bp"	0.0588235294117647
"A-pro"	3.67	"37"	0.862248466954349	450	1116	"model.37taxon/noscale.25g.500b/R1"	"model.37taxon"	25	"500bp"	0.0882352941176471
"A-pro"	4.12	"37"	0.859575743811038	450	1122	"model.37taxon/noscale.25g.500b/R10"	"model.37taxon"	25	"500bp"	0.147058823529412
"A-pro"	3.887	"37"	0.86705185858127	450	1122	"model.37taxon/noscale.25g.500b/R11"	"model.37taxon"	25	"500bp"	0.117647058823529
"A-pro"	3.829	"37"	0.85654992807934	450	1122	"model.37taxon/noscale.25g.500b/R12"	"model.37taxon"	25	"500bp"	0.147058823529412
"A-pro"	3.665	"37"	0.851769551063669	450	1122	"model.37taxon/noscale.25g.500b/R13"	"model.37taxon"	25	"500bp"	0.0882352941176471
"A-pro"	4.239	"37"	0.869743962449845	450	1122	"model.37taxon/noscale.25g.500b/R14"	"model.37taxon"	25	"500bp"	0.117647058823529
"A-pro"	4.327	"37"	0.86744734650617	450	1122	"model.37taxon/noscale.25g.500b/R15"	"model.37taxon"	25	"500bp"	0.117647058823529
"A-pro"	4.441	"37"	0.832009690362632	450	1122	"model.37taxon/noscale.25g.500b/R16"	"model.37taxon"	25	"500bp"	0.117647058823529
"A-pro"	3.746	"37"	0.867765311530017	450	1122	"model.37taxon/noscale.25g.500b/R17"	"model.37taxon"	25	"500bp"	0.117647058823529
"A-pro"	4.257	"37"	0.832675297145885	450	1122	"model.37taxon/noscale.25g.500b/R18"	"model.37taxon"	25	"500bp"	0.0588235294117647
"A-pro"	3.953	"37"	0.846702097055038	450	1122	"model.37taxon/noscale.25g.500b/R19"	"model.37taxon"	25	"500bp"	0.0882352941176471
"A-pro"	3.699	"37"	0.861773639185404	450	1116	"model.37taxon/noscale.25g.500b/R2"	"model.37taxon"	25	"500bp"	0.117647058823529
"A-pro"	4.402	"37"	0.837734272087213	450	1122	"model.37taxon/noscale.25g.500b/R20"	"model.37taxon"	25	"500bp"	0.176470588235294
"A-pro"	3.705	"37"	0.865841168899992	450	1116	"model.37taxon/noscale.25g.500b/R3"	"model.37taxon"	25	"500bp"	0.147058823529412
"A-pro"	4.074	"37"	0.843252933605875	450	1116	"model.37taxon/noscale.25g.500b/R4"	"model.37taxon"	25	"500bp"	0.117647058823529
"A-pro"	4.169	"37"	0.854606404724052	450	1116	"model.37taxon/noscale.25g.500b/R5"	"model.37taxon"	25	"500bp"	0.147058823529412
